City,Date,High,Low,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
,,,,,,,,,,
San Jose,5/30/11,66,48,57,M,8,0,0,M,0
,,,,,,,,,,
San Jose,5/31/11,65,51,58,M,7,0,T,0,0
,,,,,,,,,,
San Jose,6/1/11,66,50,58,M,7,0,0.01,0,0
,,,,,,,,,,
San Jose,6/2/11,68,46,57,M,8,0,0,0,0
,,,,,,,,,,
San Jose,6/3/11,67,50,58.5,M,6,0,0.01,0,0
,,,,,,,,,,
San Jose,6/4/11,63,55,59,M,6,0,0.88,0,0
,,,,,,,,,,
San Jose,6/5/11,69,56,62.5,M,2,0,0,0,0
,,,,,,,,,,
San Jose,6/6/11,71,54,62.5,M,2,0,0,0,0
,,,,,,,,,,
San Jose,6/7/11,73,56,64.5,M,0,0,0,0,0
,,,,,,,,,,
San Jose,6/8/11,75,56,65.5,M,0,1,0,0,0
,,,,,,,,,,
San Jose,6/9/11,76,54,65,M,0,0,0,0,0
,,,,,,,,,,
San Jose,6/10/11,73,55,64,M,1,0,0,0,0
,,,,,,,,,,
San Jose,6/11/11,68,52,60,M,5,0,0,0,0
,,,,,,,,,,
San Jose,6/12/11,74,55,64.5,M,0,0,0,0,0
,,,,,,,,,,
San Jose,6/13/11,74,54,64,M,1,0,0,0,0
,,,,,,,,,,
San Jose,6/14/11,85,55,70,M,0,5,0,0,0
,,,,,,,,,,
San Jose,6/15/11,86,58,72,M,0,7,0,0,0
,,,,,,,,,,
San Jose,6/16/11,78,54,66,M,0,1,0,0,0
,,,,,,,,,,
San Jose,6/17/11,77,53,65,M,0,0,0,0,0
,,,,,,,,,,
San Jose,6/18/11,80,53,66.5,M,0,2,0,0,0
,,,,,,,,,,
San Jose,6/19/11,86,55,70.5,M,0,6,0,0,0
,,,,,,,,,,
San Jose,6/20/11,96,61,78.5,M,0,14,0,0,0
,,,,,,,,,,
San Jose,6/21/11,96,65,80.5,M,0,16,0,0,M
,,,,,,,,,,
San Jose,6/22/11,82,57,69.5,M,0,5,0,0,0
,,,,,,,,,,
San Jose,6/23/11,79,55,67,M,0,2,0,0,0
,,,,,,,,,,
San Jose,6/24/11,79,54,66.5,M,0,2,0,0,0
,,,,,,,,,,
San Jose,6/25/11,75,53,64,M,1,0,0,0,0
,,,,,,,,,,
San Jose,6/26/11,79,54,66.5,M,0,2,0,0,0
,,,,,,,,,,
San Jose,6/27/11,73,55,64,M,1,0,0,0,0
,,,,,,,,,,
San Jose,6/28/11,69,58,63.5,M,1,0,0.61,0,0
,,,,,,,,,,
San Jose,6/29/11,70,55,62.5,M,2,0,0,0,0
,,,,,,,,,,
San Jose,6/30/11,80,54,67,M,0,2,0,0,0
,,,,,,,,,,
San Jose,7/1/11,88,57,72.5,M,0,8,0,0,0
,,,,,,,,,,
San Jose,7/2/11,87,61,74,M,0,9,0,0,0
,,,,,,,,,,
San Jose,7/3/11,93,62,77.5,M,0,13,0,0,0
,,,,,,,,,,
San Jose,7/4/11,85,61,73,M,0,8,0,0,0
,,,,,,,,,,
San Jose,7/5/11,92,60,76,M,0,11,0,0,0
,,,,,,,,,,
San Jose,7/6/11,89,61,75,M,0,10,0,0,0
,,,,,,,,,,
San Jose,7/7/11,82,59,70.5,M,0,6,0,0,0
,,,,,,,,,,
San Jose,7/8/11,86,58,72,M,0,7,0,0,0
,,,,,,,,,,
San Jose,7/9/11,77,54,65.5,M,0,1,0,0,0
,,,,,,,,,,
San Jose,7/10/11,78,53,65.5,M,0,1,0,0,0
,,,,,,,,,,
San Jose,7/11/11,71,55,63,M,2,0,0,0,0
,,,,,,,,,,
San Jose,7/12/11,72,54,63,M,2,0,0,0,0
,,,,,,,,,,
San Jose,7/13/11,74,56,65,M,0,0,0,0,0
,,,,,,,,,,
San Jose,7/14/11,70,55,62.5,M,2,0,0,0,0
,,,,,,,,,,
San Jose,7/15/11,72,54,63,M,2,0,0,0,0
,,,,,,,,,,
San Jose,7/16/11,75,58,66.5,M,0,2,0,0,0
,,,,,,,,,,
San Jose,7/17/11,72,58,65,M,0,0,T,0,0
,,,,,,,,,,
San Jose,7/18/11,80,55,67.5,M,0,3,0,0,0
,,,,,,,,,,
San Jose,7/19/11,80,61,70.5,M,0,6,0,0,0
,,,,,,,,,,
San Jose,7/20/11,91,60,75.5,M,0,11,0,0,0
,,,,,,,,,,
San Jose,7/21/11,84,58,71,M,0,6,0,0,M
,,,,,,,,,,
San Jose,7/22/11,83,56,69.5,M,0,5,0,0,0
,,,,,,,,,,
San Jose,7/23/11,80,55,67.5,M,0,3,0,0,0
,,,,,,,,,,
San Jose,7/24/11,79,57,68,M,0,3,0,0,0
,,,,,,,,,,
San Jose,7/25/11,75,58,66.5,M,0,2,0,0,0
,,,,,,,,,,
San Jose,7/26/11,79,55,67,M,0,2,0,0,0
,,,,,,,,,,
San Jose,7/27/11,84,55,69.5,M,0,5,0,0,0
,,,,,,,,,,
San Jose,7/28/11,82,57,69.5,M,0,5,0,0,0
,,,,,,,,,,
San Jose,7/29/11,80,58,69,M,0,4,0,0,0
,,,,,,,,,,
San Jose,7/30/11,79,59,69,M,0,4,0,0,0
,,,,,,,,,,
San Jose,7/31/11,78,61,69.5,M,0,5,0,0,0
,,,,,,,,,,
San Jose,8/1/11,75,59,67,M,0,2,0,0,0
,,,,,,,,,,
San Jose,8/2/11,78,59,68.5,M,0,4,0,0,0
,,,,,,,,,,
San Jose,8/3/11,80,56,68,M,0,3,0,0,0
,,,,,,,,,,
San Jose,8/4/11,74,59,66.5,M,0,2,0,0,0
,,,,,,,,,,
San Jose,8/5/11,81,60,70.5,M,0,6,0,0,0
,,,,,,,,,,
San Jose,8/6/11,81,55,68,M,0,3,0,0,0
,,,,,,,,,,
San Jose,8/7/11,73,59,66,M,0,1,0,0,0
,,,,,,,,,,
San Jose,8/8/11,77,58,67.5,M,0,3,0,0,0
,,,,,,,,,,
San Jose,8/9/11,82,55,68.5,M,0,4,0,0,0
,,,,,,,,,,
San Jose,8/10/11,82,55,68.5,M,0,4,0,0,0
,,,,,,,,,,
San Jose,8/11/11,79,55,67,M,0,2,0,0,0
,,,,,,,,,,
San Jose,8/12/11,78,55,66.5,M,0,2,0,0,0
,,,,,,,,,,
San Jose,8/13/11,82,57,69.5,M,0,5,0,0,0
,,,,,,,,,,
San Jose,8/14/11,82,57,69.5,M,0,5,0,0,0
,,,,,,,,,,
San Jose,8/15/11,83,58,70.5,M,0,6,0,0,0
,,,,,,,,,,
San Jose,8/16/11,80,57,68.5,M,0,4,0,0,0
,,,,,,,,,,
San Jose,8/17/11,78,58,68,M,0,3,0,0,0
,,,,,,,,,,
San Jose,8/18/11,79,57,68,M,0,3,0,0,0
,,,,,,,,,,
San Jose,8/19/11,77,55,66,M,0,1,0,0,0
,,,,,,,,,,
San Jose,8/20/11,79,57,68,M,0,3,0,0,0
,,,,,,,,,,
San Jose,8/21/11,75,59,67,M,0,2,0,0,0
,,,,,,,,,,
San Jose,8/22/11,77,61,69,M,0,4,0,0,0
,,,,,,,,,,
San Jose,8/23/11,93,58,75.5,M,0,11,0,0,0
,,,,,,,,,,
San Jose,8/24/11,84,62,73,M,0,8,0,0,0
,,,,,,,,,,
San Jose,8/25/11,79,61,70,M,0,5,0,0,0
,,,,,,,,,,
San Jose,8/26/11,82,60,71,M,0,6,0,0,0
,,,,,,,,,,
San Jose,8/27/11,80,60,70,M,0,5,0,0,0
,,,,,,,,,,
San Jose,8/28/11,82,59,70.5,M,0,6,0,0,0
,,,,,,,,,,
San Jose,8/29/11,78,58,68,M,0,3,0,0,0
,,,,,,,,,,
San Jose,8/30/11,80,55,67.5,M,0,3,0,0,0
,,,,,,,,,,
San Jose,8/31/11,80,55,67.5,M,0,3,0,0,0
,,,,,,,,,,
San Jose,9/1/11,84,55,69.5,M,0,5,0,0,0
,,,,,,,,,,
San Jose,9/2/11,89,58,73.5,M,0,9,0,0,0
,,,,,,,,,,
San Jose,9/3/11,78,57,67.5,M,0,3,0,0,0
,,,,,,,,,,
San Jose,9/4/11,74,58,66,M,0,1,0,0,0
,,,,,,,,,,
San Jose,9/5/11,76,58,67,M,0,2,0,0,0
,,,,,,,,,,
San Jose,9/6/11,86,57,71.5,M,0,7,0,0,0
,,,,,,,,,,
San Jose,9/7/11,93,58,75.5,M,0,11,0,0,0
,,,,,,,,,,
San Jose,9/8/11,78,57,67.5,M,0,3,0,0,0
,,,,,,,,,,
San Jose,9/9/11,83,57,70,M,0,5,T,0,0
,,,,,,,,,,
San Jose,9/10/11,86,61,73.5,M,0,9,0,0,0
,,,,,,,,,,
San Jose,9/11/11,80,61,70.5,M,0,6,0,0,0
,,,,,,,,,,
San Jose,9/12/11,77,62,69.5,M,0,5,0,0,0
,,,,,,,,,,
San Jose,9/13/11,81,60,70.5,M,0,6,0,0,0
,,,,,,,,,,
San Jose,9/14/11,74,58,66,M,0,1,0,0,0
,,,,,,,,,,
San Jose,9/15/11,77,56,66.5,M,0,2,0,0,0
,,,,,,,,,,
San Jose,9/16/11,78,56,67,M,0,2,0,0,0
,,,,,,,,,,
San Jose,9/17/11,79,53,66,M,0,1,0,0,0
,,,,,,,,,,
San Jose,9/18/11,88,55,71.5,M,0,7,0,0,0
,,,,,,,,,,
San Jose,9/19/11,93,59,76,M,0,11,0,0,0
,,,,,,,,,,
San Jose,9/20/11,94,63,78.5,M,0,14,0,0,M
,,,,,,,,,,
San Jose,9/21/11,93,60,76.5,M,0,12,0,0,0
,,,,,,,,,,
San Jose,9/22/11,86,59,72.5,M,0,8,0,0,0
,,,,,,,,,,
San Jose,9/23/11,89,61,75,M,0,10,0,0,M
,,,,,,,,,,
San Jose,9/24/11,75,60,67.5,M,0,3,0,0,0
,,,,,,,,,,
San Jose,9/25/11,72,59,65.5,M,0,1,T,0,0
,,,,,,,,,,
San Jose,9/26/11,78,53,65.5,M,0,1,0,0,0
,,,,,,,,,,
San Jose,9/27/11,83,55,69,M,0,4,0,0,0
,,,,,,,,,,
San Jose,9/28/11,96,60,78,M,0,13,0,0,M
,,,,,,,,,,
San Jose,9/29/11,79,62,70.5,M,0,6,0,0,0
,,,,,,,,,,
San Jose,9/30/11,76,60,68,M,0,3,0,0,0
,,,,,,,,,,
San Jose,10/1/11,77,60,68.5,M,0,4,0,0,0
,,,,,,,,,,
San Jose,10/2/11,76,56,66,M,0,1,0,0,0
,,,,,,,,,,
San Jose,10/3/11,70,51,60.5,M,4,0,0.19,0,0
,,,,,,,,,,
San Jose,10/4/11,69,56,62.5,M,2,0,0.1,0,0
,,,,,,,,,,
San Jose,10/5/11,66,52,59,M,6,0,0.28,0,0
,,,,,,,,,,
San Jose,10/6/11,62,49,55.5,M,9,0,0.1,0,0
,,,,,,,,,,
San Jose,10/7/11,72,47,59.5,M,5,0,0,0,0
,,,,,,,,,,
San Jose,10/8/11,76,51,63.5,M,1,0,0,0,0
,,,,,,,,,,
San Jose,10/9/11,76,56,66,M,0,1,0,0,0
,,,,,,,,,,
San Jose,10/10/11,72,56,64,M,1,0,0.08,0,0
,,,,,,,,,,
San Jose,10/11/11,75,61,68,M,0,3,0.02,0,0
,,,,,,,,,,
San Jose,10/12/11,82,57,69.5,M,0,5,0,0,0
,,,,,,,,,,
San Jose,10/13/11,83,56,69.5,M,0,5,0,0,0
,,,,,,,,,,
San Jose,10/14/11,86,57,71.5,M,0,7,0,0,0
,,,,,,,,,,
San Jose,10/15/11,78,58,68,M,0,3,0,0,0
,,,,,,,,,,
San Jose,10/16/11,77,59,68,M,0,3,0,0,0
,,,,,,,,,,
San Jose,10/17/11,87,57,72,M,0,7,0,0,0
,,,,,,,,,,
San Jose,10/18/11,78,59,68.5,M,0,4,0,0,M
,,,,,,,,,,
San Jose,10/19/11,69,56,62.5,M,2,0,0,0,0
,,,,,,,,,,
San Jose,10/20/11,70,55,62.5,M,2,0,0,0,0
,,,,,,,,,,
San Jose,10/21/11,74,53,63.5,M,1,0,0,0,0
,,,,,,,,,,
San Jose,10/22/11,84,52,68,M,0,3,0,0,0
,,,,,,,,,,
San Jose,10/23/11,85,53,69,M,0,4,0,0,0
,,,,,,,,,,
San Jose,10/24/11,75,56,65.5,M,0,1,0,0,0
,,,,,,,,,,
San Jose,10/25/11,71,53,62,M,3,0,0,0,0
,,,,,,,,,,
San Jose,10/26/11,73,50,61.5,M,3,0,0,0,0
,,,,,,,,,,
San Jose,10/27/11,75,46,60.5,M,4,0,0,0,0
,,,,,,,,,,
San Jose,10/28/11,75,47,61,M,4,0,0,0,0
,,,,,,,,,,
San Jose,10/29/11,78,47,62.5,M,2,0,0,0,0
,,,,,,,,,,
San Jose,10/30/11,77,49,63,M,2,0,0,0,0
,,,,,,,,,,
San Jose,10/31/11,78,51,64.5,M,0,0,0,0,0
,,,,,,,,,,
San Jose,11/1/11,75,51,63,M,2,0,0,0,0
,,,,,,,,,,
San Jose,11/2/11,78,48,63,M,2,0,0,0,0
,,,,,,,,,,
San Jose,11/3/11,68,46,57,M,8,0,0.04,0,0
,,,,,,,,,,
San Jose,11/4/11,58,43,50.5,M,14,0,0.13,0,0
,,,,,,,,,,
San Jose,11/5/11,60,40,50,M,15,0,0.16,0,0
,,,,,,,,,,
San Jose,11/6/11,60,46,53,M,12,0,0,0,0
,,,,,,,,,,
San Jose,11/7/11,61,44,52.5,M,12,0,0,0,0
,,,,,,,,,,
San Jose,11/8/11,64,39,51.5,M,13,0,0,0,0
,,,,,,,,,,
San Jose,11/9/11,70,39,54.5,M,10,0,0,0,0
,,,,,,,,,,
San Jose,11/10/11,72,41,56.5,M,8,0,0,0,0
,,,,,,,,,,
San Jose,11/11/11,62,49,55.5,M,9,0,0.04,0,0
,,,,,,,,,,
San Jose,11/12/11,60,48,54,M,11,0,0,0,0
,,,,,,,,,,
San Jose,11/13/11,65,46,55.5,M,9,0,0,0,0
,,,,,,,,,,
San Jose,11/14/11,62,47,54.5,M,10,0,0,0,0
,,,,,,,,,,
San Jose,11/15/11,66,44,55,M,10,0,0,0,0
,,,,,,,,,,
San Jose,11/16/11,67,42,54.5,M,10,0,0,0,0
,,,,,,,,,,
San Jose,11/17/11,59,47,53,M,12,0,T,0,0
,,,,,,,,,,
San Jose,11/18/11,59,47,53,M,12,0,0.04,0,0
,,,,,,,,,,
San Jose,11/19/11,60,39,49.5,M,15,0,0.12,0,0
,,,,,,,,,,
San Jose,11/20/11,56,45,50.5,M,14,0,0.16,0,0
,,,,,,,,,,
San Jose,11/21/11,61,41,51,M,14,0,0,0,0
,,,,,,,,,,
San Jose,11/22/11,63,42,52.5,M,12,0,0,0,0
,,,,,,,,,,
San Jose,11/23/11,63,45,54,M,11,0,0,0,0
,,,,,,,,,,
San Jose,11/24/11,59,41,50,M,15,0,0.01,0,0
,,,,,,,,,,
San Jose,11/25/11,63,40,51.5,M,13,0,0,0,0
,,,,,,,,,,
San Jose,11/26/11,65,42,53.5,M,11,0,0,0,0
,,,,,,,,,,
San Jose,11/27/11,61,45,53,M,12,0,0,0,0
,,,,,,,,,,
San Jose,11/28/11,55,45,50,M,15,0,0,0,0
,,,,,,,,,,
San Jose,11/29/11,54,42,48,M,17,0,0,0,0
,,,,,,,,,,
San Jose,11/30/11,67,43,55,M,10,0,0,0,0
,,,,,,,,,,
San Jose,12/1/11,67,53,60,M,5,0,0,0,0
,,,,,,,,,,
San Jose,12/2/11,71,47,59,M,6,0,0,0,0
,,,,,,,,,,
San Jose,12/3/11,64,45,54.5,M,10,0,0,0,0
,,,,,,,,,,
San Jose,12/4/11,65,34,49.5,M,15,0,0,0,0
,,,,,,,,,,
San Jose,12/5/11,60,39,49.5,M,15,0,0,0,0
,,,,,,,,,,
San Jose,12/6/11,61,35,48,M,17,0,0,0,0
,,,,,,,,,,
San Jose,12/7/11,58,36,47,M,18,0,0,0,0
,,,,,,,,,,
San Jose,12/8/11,60,35,47.5,M,17,0,0,0,0
,,,,,,,,,,
San Jose,12/9/11,63,35,49,M,16,0,0,0,0
,,,,,,,,,,
San Jose,12/10/11,60,37,48.5,M,16,0,0,0,0
,,,,,,,,,,
San Jose,12/11/11,56,45,50.5,M,14,0,T,0,0
,,,,,,,,,,
San Jose,12/12/11,52,41,46.5,M,18,0,0.02,0,0
,,,,,,,,,,
San Jose,12/13/11,58,36,47,M,18,0,0,0,0
,,,,,,,,,,
San Jose,12/14/11,58,39,48.5,M,16,0,0,0,0
,,,,,,,,,,
San Jose,12/15/11,54,39,46.5,M,18,0,0.04,0,0
,,,,,,,,,,
San Jose,12/16/11,63,36,49.5,M,15,0,0,0,0
,,,,,,,,,,
San Jose,12/17/11,62,35,48.5,M,16,0,0,0,0
,,,,,,,,,,
San Jose,12/18/11,57,36,46.5,M,18,0,0,0,0
,,,,,,,,,,
San Jose,12/19/11,62,42,52,M,13,0,0,0,0
,,,,,,,,,,
San Jose,12/20/11,60,34,47,M,18,0,0,0,0
,,,,,,,,,,
San Jose,12/21/11,63,36,49.5,M,15,0,0,0,0
,,,,,,,,,,
San Jose,12/22/11,63,37,50,M,15,0,0,0,0
,,,,,,,,,,
San Jose,12/23/11,58,31,44.5,M,20,0,0,0,0
,,,,,,,,,,
San Jose,12/24/11,60,30,45,M,20,0,0,0,0
,,,,,,,,,,
San Jose,12/25/11,57,29,43,M,22,0,0,0,0
,,,,,,,,,,
San Jose,12/26/11,53,32,42.5,M,22,0,0,0,0
,,,,,,,,,,
San Jose,12/27/11,57,40,48.5,M,16,0,0,0,0
,,,,,,,,,,
San Jose,12/28/11,63,39,51,M,14,0,0,0,0
,,,,,,,,,,
San Jose,12/29/11,63,44,53.5,M,11,0,0,0,0
,,,,,,,,,,
San Jose,12/30/11,63,48,55.5,M,9,0,0.02,M,0
,,,,,,,,,,
San Jose,12/31/11,61,42,51.5,M,13,0,0,M,0
,,,,,,,,,,
San Jose,1/1/12,68,37,52.5,M,12,0,0,0,0
,,,,,,,,,,
San Jose,1/2/12,57,41,49,M,16,0,0,0,0
,,,,,,,,,,
San Jose,1/3/12,58,42,50,M,15,0,0,0,0
,,,,,,,,,,
San Jose,1/4/12,65,38,51.5,M,13,0,0,0,0
,,,,,,,,,,
San Jose,1/5/12,66,40,53,M,12,0,0,0,0
,,,,,,,,,,
San Jose,1/6/12,60,37,48.5,M,16,0,0,0,0
,,,,,,,,,,
San Jose,1/7/12,68,37,52.5,M,12,0,0,0,0
,,,,,,,,,,
San Jose,1/8/12,68,41,54.5,M,10,0,0,0,0
,,,,,,,,,,
San Jose,1/9/12,66,38,52,M,13,0,0,0,0
,,,,,,,,,,
San Jose,1/10/12,62,36,49,M,16,0,0,0,0
,,,,,,,,,,
San Jose,1/11/12,66,37,51.5,M,13,0,0,0,0
,,,,,,,,,,
San Jose,1/12/12,65,37,51,M,14,0,0,0,0
,,,,,,,,,,
San Jose,1/13/12,68,37,52.5,M,12,0,0,0,0
,,,,,,,,,,
San Jose,1/14/12,63,36,49.5,M,15,0,0,0,0
,,,,,,,,,,
San Jose,1/15/12,57,36,46.5,M,18,0,0,0,0
,,,,,,,,,,
San Jose,1/16/12,52,32,42,M,23,0,0,0,0
,,,,,,,,,,
San Jose,1/17/12,52,29,40.5,M,24,0,0,0,0
,,,,,,,,,,
San Jose,1/18/12,56,31,43.5,M,21,0,0,0,0
,,,,,,,,,,
San Jose,1/19/12,52,35,43.5,M,21,0,0.04,0,0
,,,,,,,,,,
San Jose,1/20/12,59,50,54.5,M,10,0,0.44,0,0
,,,,,,,,,,
San Jose,1/21/12,58,41,49.5,M,15,0,0.25,0,0
,,,,,,,,,,
San Jose,1/22/12,56,41,48.5,M,16,0,0.03,0,0
,,,,,,,,,,
San Jose,1/23/12,59,50,54.5,M,10,0,0.14,0,0
,,,,,,,,,,
San Jose,1/24/12,61,48,54.5,M,10,0,0,0,0
,,,,,,,,,,
San Jose,1/25/12,66,43,54.5,M,10,0,0,0,0
,,,,,,,,,,
San Jose,1/26/12,67,53,60,M,5,0,0,0,0
,,,,,,,,,,
San Jose,1/27/12,66,48,57,M,8,0,0,0,0
,,,,,,,,,,
San Jose,1/28/12,67,37,52,M,13,0,0,0,0
,,,,,,,,,,
San Jose,1/29/12,65,39,52,M,13,0,0,0,0
,,,,,,,,,,
San Jose,1/30/12,62,43,52.5,M,12,0,0,0,0
,,,,,,,,,,
San Jose,1/31/12,60,48,54,M,11,0,T,0,0
,,,,,,,,,,
San Jose,2/1/12,59,45,52,M,13,0,0,0,0
,,,,,,,,,,
San Jose,2/2/12,68,39,53.5,M,11,0,0,0,0
,,,,,,,,,,
San Jose,2/3/12,65,38,51.5,M,13,0,0,0,0
,,,,,,,,,,
San Jose,2/4/12,67,39,53,M,12,0,0,0,0
,,,,,,,,,,
San Jose,2/5/12,68,41,54.5,M,10,0,0,0,0
,,,,,,,,,,
San Jose,2/6/12,72,45,58.5,M,6,0,0.02,0,0
,,,,,,,,,,
San Jose,2/7/12,62,53,57.5,M,7,0,0.06,0,0
,,,,,,,,,,
San Jose,2/8/12,66,49,57.5,M,7,0,0,0,0
,,,,,,,,,,
San Jose,2/9/12,71,45,58,M,7,0,0,0,0
,,,,,,,,,,
San Jose,2/10/12,69,45,57,M,8,0,0,0,0
,,,,,,,,,,
San Jose,2/11/12,59,49,54,M,11,0,0.01,0,0
,,,,,,,,,,
San Jose,2/12/12,63,43,53,M,12,0,0.01,0,0
,,,,,,,,,,
San Jose,2/13/12,53,46,49.5,M,15,0,0.27,0,0
,,,,,,,,,,
San Jose,2/14/12,61,41,51,M,14,0,T,0,0
,,,,,,,,,,
San Jose,2/15/12,59,43,51,M,14,0,T,0,0
,,,,,,,,,,
San Jose,2/16/12,66,42,54,M,11,0,0,0,0
,,,,,,,,,,
San Jose,2/17/12,65,39,52,M,13,0,0,0,0
,,,,,,,,,,
San Jose,2/18/12,62,43,52.5,M,12,0,0,0,0
,,,,,,,,,,
San Jose,2/19/12,59,39,49,M,16,0,0,0,0
,,,,,,,,,,
San Jose,2/20/12,61,46,53.5,M,11,0,0.02,0,0
,,,,,,,,,,
San Jose,2/21/12,66,48,57,M,8,0,0,0,0
,,,,,,,,,,
San Jose,2/22/12,77,45,61,M,4,0,0,0,0
,,,,,,,,,,
San Jose,2/23/12,74,45,59.5,M,5,0,0,0,0
,,,,,,,,,,
San Jose,2/24/12,75,51,63,M,2,0,0,0,0
,,,,,,,,,,
San Jose,2/25/12,61,45,53,M,12,0,0,0,0
,,,,,,,,,,
San Jose,2/26/12,60,40,50,M,15,0,0,0,0
,,,,,,,,,,
San Jose,2/27/12,55,39,47,M,18,0,T,0,0
,,,,,,,,,,
San Jose,2/28/12,57,36,46.5,M,18,0,T,0,0
,,,,,,,,,,
San Jose,2/29/12,57,45,51,M,14,0,0.24,0,0
,,,,,,,,,,
San Jose,3/1/12,58,40,49,M,16,0,0.04,0,0
,,,,,,,,,,
San Jose,3/2/12,65,39,52,M,13,0,0,0,0
,,,,,,,,,,
San Jose,3/3/12,71,39,55,M,10,0,0,0,0
,,,,,,,,,,
San Jose,3/4/12,75,42,58.5,M,6,0,0,0,0
,,,,,,,,,,
San Jose,3/5/12,69,45,57,M,8,0,0,0,0
,,,,,,,,,,
San Jose,3/6/12,57,45,51,M,14,0,0.01,0,0
,,,,,,,,,,
San Jose,3/7/12,64,38,51,M,14,0,T,M,0
,,,,,,,,,,
San Jose,3/8/12,71,37,54,M,11,0,0,0,0
,,,,,,,,,,
San Jose,3/9/12,74,41,57.5,M,7,0,0,0,0
,,,,,,,,,,
San Jose,3/10/12,63,43,53,M,12,0,0,0,0
,,,,,,,,,,
San Jose,3/11/12,61,45,53,M,12,0,0,0,0
,,,,,,,,,,
San Jose,3/12/12,64,40,52,M,13,0,0,0,0
,,,,,,,,,,
San Jose,3/13/12,58,53,55.5,M,9,0,T,0,0
,,,,,,,,,,
San Jose,3/14/12,62,55,58.5,M,6,0,0.07,0,0
,,,,,,,,,,
San Jose,3/15/12,68,57,62.5,M,2,0,T,0,0
,,,,,,,,,,
San Jose,3/16/12,62,49,55.5,M,9,0,0.58,0,0
,,,,,,,,,,
San Jose,3/17/12,52,43,47.5,M,17,0,T,0,0
,,,,,,,,,,
San Jose,3/18/12,55,43,49,M,16,0,0.03,0,0
,,,,,,,,,,
San Jose,3/19/12,59,39,49,M,16,0,0,0,0
,,,,,,,,,,
San Jose,3/20/12,69,50,59.5,M,5,0,0,0,0
,,,,,,,,,,
San Jose,3/21/12,73,47,60,M,5,0,0,0,0
,,,,,,,,,,
San Jose,3/22/12,60,45,52.5,M,12,0,T,M,0
,,,,,,,,,,
San Jose,3/23/12,67,39,53,M,12,0,0,0,0
,,,,,,,,,,
San Jose,3/24/12,54,45,49.5,M,15,0,0.48,M,0
,,,,,,,,,,
San Jose,3/25/12,59,42,50.5,M,14,0,0.23,0,0
,,,,,,,,,,
San Jose,3/26/12,61,39,50,M,15,0,0,0,0
,,,,,,,,,,
San Jose,3/27/12,63,47,55,M,10,0,0.19,M,0
,,,,,,,,,,
San Jose,3/28/12,68,52,60,M,5,0,T,0,0
,,,,,,,,,,
San Jose,3/29/12,69,47,58,M,7,0,0,0,0
,,,,,,,,,,
San Jose,3/30/12,71,50,60.5,M,4,0,0,0,0
,,,,,,,,,,
San Jose,3/31/12,60,47,53.5,M,11,0,0.35,0,0
,,,,,,,,,,
San Jose,4/1/12,60,47,53.5,M,11,0,0.03,M,0
,,,,,,,,,,
San Jose,4/2/12,68,45,56.5,M,8,0,0,0,0
,,,,,,,,,,
San Jose,4/3/12,67,47,57,M,8,0,T,M,0
,,,,,,,,,,
San Jose,4/4/12,61,46,53.5,M,11,0,0,0,0
,,,,,,,,,,
San Jose,4/5/12,59,41,50,M,15,0,0,0,0
,,,,,,,,,,
San Jose,4/6/12,63,38,50.5,M,14,0,0,0,0
,,,,,,,,,,
San Jose,4/7/12,71,39,55,M,10,0,0,0,0
,,,,,,,,,,
San Jose,4/8/12,71,42,56.5,M,8,0,0,0,0
,,,,,,,,,,
San Jose,4/9/12,73,43,58,M,7,0,0,0,0
,,,,,,,,,,
San Jose,4/10/12,57,52,54.5,M,10,0,0.32,0,0
,,,,,,,,,,
San Jose,4/11/12,62,49,55.5,M,9,0,0.07,0,0
,,,,,,,,,,
San Jose,4/12/12,64,49,56.5,M,8,0,0.82,0,0
,,,,,,,,,,
San Jose,4/13/12,59,47,53,M,12,0,0.37,0,0
,,,,,,,,,,
San Jose,4/14/12,66,49,57.5,M,7,0,0,0,0
,,,,,,,,,,
San Jose,4/15/12,68,46,57,M,8,0,T,M,0
,,,,,,,,,,
San Jose,4/16/12,69,46,57.5,M,7,0,0,0,0
,,,,,,,,,,
San Jose,4/17/12,70,51,60.5,M,4,0,0,0,0
,,,,,,,,,,
San Jose,4/18/12,71,49,60,M,5,0,0,0,0
,,,,,,,,,,
San Jose,4/19/12,75,57,66,M,0,1,0,0,0
,,,,,,,,,,
San Jose,4/20/12,88,57,72.5,M,0,8,0,0,0
,,,,,,,,,,
San Jose,4/21/12,91,57,74,M,0,9,0,0,0
,,,,,,,,,,
San Jose,4/22/12,79,57,68,M,0,3,0,0,0
,,,,,,,,,,
San Jose,4/23/12,69,56,62.5,M,2,0,0,0,0
,,,,,,,,,,
San Jose,4/24/12,77,58,67.5,M,0,3,0,0,0
,,,,,,,,,,
San Jose,4/25/12,75,58,66.5,M,0,2,0.21,0,0
,,,,,,,,,,
San Jose,4/26/12,64,50,57,M,8,0,0.06,0,0
,,,,,,,,,,
San Jose,4/27/12,69,49,59,M,6,0,0,0,0
,,,,,,,,,,
San Jose,4/28/12,75,50,62.5,M,2,0,0,0,0
,,,,,,,,,,
San Jose,4/29/12,83,52,67.5,M,0,3,0,0,0
,,,,,,,,,,
San Jose,4/30/12,80,53,66.5,M,0,2,0,0,0
,,,,,,,,,,
