City,Date,High,Low,0
San Jose,10/31/11,78,51,0
,,,,0
San Jose,11/1/11,75,51,0
,,,,0
San Jose,11/2/11,78,48,0
,,,,0
San Jose,11/3/11,68,46,0.04
,,,,0
San Jose,11/4/11,58,43,0.13
,,,,0
San Jose,11/5/11,60,40,0.16
,,,,0
San Jose,11/6/11,60,46,0
,,,,0
San Jose,11/7/11,61,44,0
,,,,0
San Jose,11/8/11,64,39,0
,,,,0
San Jose,11/9/11,70,39,0
,,,,0
San Jose,11/10/11,72,41,0
,,,,0
San Jose,11/11/11,62,49,0.04
,,,,0
San Jose,11/12/11,60,48,0
,,,,0
San Jose,11/13/11,65,46,0
,,,,0
San Jose,11/14/11,62,47,0
,,,,0
San Jose,11/15/11,66,44,0
,,,,0
San Jose,11/16/11,67,42,0
,,,,0
San Jose,11/17/11,59,47,0
,,,,0
San Jose,11/18/11,59,47,0.04
,,,,0
San Jose,11/19/11,60,39,0.12
,,,,0
San Jose,11/20/11,56,45,0.16
,,,,0
San Jose,11/21/11,61,41,0
,,,,0
San Jose,11/22/11,63,42,0
,,,,0
San Jose,11/23/11,63,45,0
,,,,0
San Jose,11/24/11,59,41,0.01
,,,,0
San Jose,11/25/11,63,40,0
,,,,0
San Jose,11/26/11,65,42,0
,,,,0
San Jose,11/27/11,61,45,0
,,,,0
San Jose,11/28/11,55,45,0
,,,,0
San Jose,11/29/11,54,42,0
,,,,0
San Jose,11/30/11,67,43,0
,,,,0
San Jose,12/1/11,67,53,0
,,,,0
San Jose,12/2/11,71,47,0
,,,,0
San Jose,12/3/11,64,45,0
,,,,0
San Jose,12/4/11,65,34,0
,,,,0
San Jose,12/5/11,60,39,0
,,,,0
San Jose,12/6/11,61,35,0
,,,,0
San Jose,12/7/11,58,36,0
,,,,0
San Jose,12/8/11,60,35,0
,,,,0
San Jose,12/9/11,63,35,0
,,,,0
San Jose,12/10/11,60,37,0
,,,,0
San Jose,12/11/11,56,45,0
,,,,0
San Jose,12/12/11,52,41,0.02
,,,,0
San Jose,12/13/11,58,36,0
,,,,0
San Jose,12/14/11,58,39,0
,,,,0
San Jose,12/15/11,54,39,0.04
,,,,0
San Jose,12/16/11,63,36,0
,,,,0
San Jose,12/17/11,62,35,0
,,,,0
San Jose,12/18/11,57,36,0
,,,,0
San Jose,12/19/11,62,42,0
,,,,0
San Jose,12/20/11,60,34,0
,,,,0
San Jose,12/21/11,63,36,0
,,,,0
San Jose,12/22/11,63,37,0
,,,,0
San Jose,12/23/11,58,31,0
,,,,0
San Jose,12/24/11,60,30,0
,,,,0
San Jose,12/25/11,57,29,0
,,,,0
San Jose,12/26/11,53,32,0
,,,,0
San Jose,12/27/11,57,40,0
,,,,0
San Jose,12/28/11,63,39,0
,,,,0
San Jose,12/29/11,63,44,0
,,,,0
San Jose,12/30/11,63,48,0.02
,,,,0
San Jose,12/31/11,61,42,0
,,,,0
San Jose,1/1/12,68,37,0
,,,,0
San Jose,1/2/12,57,41,0
,,,,0
San Jose,1/3/12,58,42,0
,,,,0
San Jose,1/4/12,65,38,0
,,,,0
San Jose,1/5/12,66,40,0
,,,,0
San Jose,1/6/12,60,37,0
,,,,0
San Jose,1/7/12,68,37,0
,,,,0
San Jose,1/8/12,68,41,0
,,,,0
San Jose,1/9/12,66,38,0
,,,,0
San Jose,1/10/12,62,36,0
,,,,0
San Jose,1/11/12,66,37,0
,,,,0
San Jose,1/12/12,65,37,0
,,,,0
San Jose,1/13/12,68,37,0
,,,,0
San Jose,1/14/12,63,36,0
,,,,0
San Jose,1/15/12,57,36,0
,,,,0
San Jose,1/16/12,52,32,0
,,,,0
San Jose,1/17/12,52,29,0
,,,,0
San Jose,1/18/12,56,31,0
,,,,0
San Jose,1/19/12,52,35,0.04
,,,,0
San Jose,1/20/12,59,50,0.44
,,,,0
San Jose,1/21/12,58,41,0.25
,,,,0
San Jose,1/22/12,56,41,0.03
,,,,0
San Jose,1/23/12,59,50,0.14
,,,,0
San Jose,1/24/12,61,48,0
,,,,0
San Jose,1/25/12,66,43,0
,,,,0
San Jose,1/26/12,67,53,0
,,,,0
San Jose,1/27/12,66,48,0
,,,,0
San Jose,1/28/12,67,37,0
,,,,0
San Jose,1/29/12,65,39,0
,,,,0
San Jose,1/30/12,62,43,0
,,,,0
San Jose,1/31/12,60,48,0
,,,,0
San Jose,2/1/12,59,45,0
,,,,0
San Jose,2/2/12,68,39,0
,,,,0
San Jose,2/3/12,65,38,0
,,,,0
San Jose,2/4/12,67,39,0
,,,,0
San Jose,2/5/12,68,41,0
,,,,0
San Jose,2/6/12,72,45,0.02
,,,,0
San Jose,2/7/12,62,53,0.06
,,,,0
San Jose,2/8/12,66,49,0
,,,,0
San Jose,2/9/12,71,45,0
,,,,0
San Jose,2/10/12,69,45,0
,,,,0
San Jose,2/11/12,59,49,0.01
,,,,0
San Jose,2/12/12,63,43,0.01
,,,,0
San Jose,2/13/12,53,46,0.27
,,,,0
San Jose,2/14/12,61,41,0
,,,,0
San Jose,2/15/12,59,43,0
,,,,0
San Jose,2/16/12,66,42,0
,,,,0
San Jose,2/17/12,65,39,0
,,,,0
San Jose,2/18/12,62,43,0
,,,,0
San Jose,2/19/12,59,39,0
,,,,0
San Jose,2/20/12,61,46,0.02
,,,,0
San Jose,2/21/12,66,48,0
,,,,0
San Jose,2/22/12,77,45,0
,,,,0
San Jose,2/23/12,74,45,0
,,,,0
San Jose,2/24/12,75,51,0
,,,,0
San Jose,2/25/12,61,45,0
,,,,0
San Jose,2/26/12,60,40,0
,,,,0
San Jose,2/27/12,55,39,0
,,,,0
San Jose,2/28/12,57,36,0
,,,,0
San Jose,2/29/12,57,45,0.24
,,,,0
San Jose,3/1/12,58,40,0.04
,,,,0
San Jose,3/2/12,65,39,0
,,,,0
San Jose,3/3/12,71,39,0
,,,,0
San Jose,3/4/12,75,42,0
,,,,0
San Jose,3/5/12,69,45,0
,,,,0
San Jose,3/6/12,57,45,0.01
,,,,0
San Jose,3/7/12,64,38,0
,,,,0
San Jose,3/8/12,71,37,0
,,,,0
San Jose,3/9/12,74,41,0
,,,,0
San Jose,3/10/12,63,43,0
,,,,0
San Jose,3/11/12,61,45,0
,,,,0
San Jose,3/12/12,64,40,0
,,,,0
San Jose,3/13/12,58,53,0
,,,,0
San Jose,3/14/12,62,55,0.07
,,,,0
San Jose,3/15/12,68,57,0
,,,,0
San Jose,3/16/12,62,49,0.58
,,,,0
San Jose,3/17/12,52,43,0
,,,,0
San Jose,3/18/12,55,43,0.03
,,,,0
San Jose,3/19/12,59,39,0
,,,,0
San Jose,3/20/12,69,50,0
,,,,0
San Jose,3/21/12,73,47,0
,,,,0
San Jose,3/22/12,60,45,0
,,,,0
San Jose,3/23/12,67,39,0
,,,,0
San Jose,3/24/12,54,45,0.48
,,,,0
San Jose,3/25/12,59,42,0.23
,,,,0
San Jose,3/26/12,61,39,0
,,,,0
San Jose,3/27/12,63,47,0.19
,,,,0
San Jose,3/28/12,68,52,0
,,,,0
San Jose,3/29/12,69,47,0
,,,,0
San Jose,3/30/12,71,50,0
,,,,0
San Jose,3/31/12,60,47,0.35
,,,,0
San Jose,4/1/12,60,47,0.03
,,,,0
San Jose,4/2/12,68,45,0
,,,,0
San Jose,4/3/12,67,47,0
,,,,0
San Jose,4/4/12,61,46,0
,,,,0
San Jose,4/5/12,59,41,0
,,,,0
San Jose,4/6/12,63,38,0
,,,,0
San Jose,4/7/12,71,39,0
,,,,0
San Jose,4/8/12,71,42,0
,,,,0
San Jose,4/9/12,73,43,0
,,,,0
San Jose,4/10/12,57,52,0.32
,,,,0
San Jose,4/11/12,62,49,0.07
,,,,0
San Jose,4/12/12,64,49,0.82
,,,,0
San Jose,4/13/12,59,47,0.37
,,,,0
San Jose,4/14/12,66,49,0
,,,,0
San Jose,4/15/12,68,46,0
,,,,0
San Jose,4/16/12,69,46,0
,,,,0
San Jose,4/17/12,70,51,0
,,,,0
San Jose,4/18/12,71,49,0
,,,,0
San Jose,4/19/12,75,57,0
,,,,0
San Jose,4/20/12,88,57,0
,,,,0
San Jose,4/21/12,91,57,0
,,,,0
San Jose,4/22/12,79,57,0
,,,,0
San Jose,4/23/12,69,56,0
,,,,0
San Jose,4/24/12,77,58,0
,,,,0
San Jose,4/25/12,75,58,0.21
,,,,0
San Jose,4/26/12,64,50,0.06
,,,,0
San Jose,4/27/12,69,49,0
,,,,0
San Jose,4/28/12,75,50,0
,,,,0
San Jose,4/29/12,83,52,0
,,,,0
San Jose,4/30/12,80,53,0
,,,,0
San Jose,5/1/12,69,52,0
,,,,0
San Jose,5/2/12,66,46,0
,,,,0
San Jose,5/3/12,67,50,0
,,,,0
San Jose,5/4/12,65,51,0
,,,,0
San Jose,5/5/12,77,47,0
,,,,0
San Jose,5/6/12,84,50,0
,,,,0
San Jose,5/7/12,88,55,0
,,,,0
San Jose,5/8/12,88,54,0
,,,,0
San Jose,5/9/12,76,54,0
,,,,0
San Jose,5/10/12,83,50,0
,,,,0
San Jose,5/11/12,90,53,0
,,,,0
San Jose,5/12/12,81,55,0
,,,,0
San Jose,5/13/12,74,52,0
,,,,0
San Jose,5/14/12,72,53,0
,,,,0
San Jose,5/15/12,71,53,0
,,,,0
San Jose,5/16/12,70,54,0
,,,,0
San Jose,5/17/12,70,54,0
,,,,0
San Jose,5/18/12,78,50,0
,,,,0
San Jose,5/19/12,79,50,0
,,,,0
San Jose,5/20/12,82,53,0
,,,,0
San Jose,5/21/12,75,54,0
,,,,0
San Jose,5/22/12,73,58,0
,,,,0
San Jose,5/23/12,72,54,0
,,,,0
San Jose,5/24/12,69,52,0
,,,,0
San Jose,5/25/12,65,50,0
,,,,0
San Jose,5/26/12,65,50,0
,,,,0
San Jose,5/27/12,67,53,0
,,,,0
San Jose,5/28/12,67,53,0
,,,,0
San Jose,5/29/12,72,49,0
,,,,0
San Jose,5/30/12,79,51,0
,,,,0
San Jose,5/31/12,86,53,0
,,,,0
San Jose,6/1/12,84,57,0
,,,,0
San Jose,6/2/12,77,55,0
,,,,0
San Jose,6/3/12,78,53,0
,,,,0
San Jose,6/4/12,64,52,0.15
,,,,0
San Jose,6/5/12,68,50,0
,,,,0
San Jose,6/6/12,73,50,0
,,,,0
San Jose,6/7/12,74,51,0
,,,,0
San Jose,6/8/12,72,54,0
,,,,0
San Jose,6/9/12,79,49,0
,,,,0
San Jose,6/10/12,90,55,0
,,,,0
San Jose,6/11/12,94,58,0
,,,,0
San Jose,6/12/12,85,57,0
,,,,0
San Jose,6/13/12,79,55,0
,,,,0
San Jose,6/14/12,78,54,0
,,,,0
San Jose,6/15/12,86,52,0
,,,,0
San Jose,6/16/12,98,59,0
,,,,0
San Jose,6/17/12,86,60,0
,,,,0
San Jose,6/18/12,78,56,0
,,,,0
San Jose,6/19/12,81,52,0
,,,,0
San Jose,6/20/12,94,58,0
,,,,0
San Jose,6/21/12,67,53,0
,,,,0
San Jose,6/22/12,73,52,0
,,,,0
San Jose,6/23/12,70,54,0
,,,,0
San Jose,6/24/12,71,50,0
,,,,0
San Jose,6/25/12,73,51,0
,,,,0
San Jose,6/26/12,76,54,0
,,,,0
San Jose,6/27/12,82,55,0
,,,,0
San Jose,6/28/12,77,56,0
,,,,0
San Jose,6/29/12,74,58,0
,,,,0
San Jose,6/30/12,79,60,0
,,,,0
San Jose,7/1/12,76,61,0
,,,,0
San Jose,7/2/12,76,59,0
,,,,0
San Jose,7/3/12,81,55,0
,,,,0
San Jose,7/4/12,81,56,0
,,,,0
San Jose,7/5/12,73,55,0
,,,,0
San Jose,7/6/12,80,55,0
,,,,0
San Jose,7/7/12,88,58,0
,,,,0
San Jose,7/8/12,74,56,0
,,,,0
San Jose,7/9/12,76,57,0
,,,,0
San Jose,7/10/12,88,54,0
,,,,0
San Jose,7/11/12,88,58,0
,,,,0
San Jose,7/12/12,84,58,0
,,,,0
San Jose,7/13/12,72,56,0
,,,,0
San Jose,7/14/12,81,55,0
,,,,0
San Jose,7/15/12,79,54,0
,,,,0
San Jose,7/16/12,74,56,0
,,,,0
San Jose,7/17/12,76,59,0
,,,,0
San Jose,7/18/12,73,59,0
,,,,0
San Jose,7/19/12,75,58,0
,,,,0
San Jose,7/20/12,82,59,0
,,,,0
San Jose,7/21/12,92,61,0
,,,,0
San Jose,7/22/12,85,58,0
,,,,0
San Jose,7/23/12,88,57,0
,,,,0
San Jose,7/24/12,79,57,0
,,,,0
San Jose,7/25/12,78,57,0
,,,,0
San Jose,7/26/12,75,57,0
,,,,0
San Jose,7/27/12,78,57,0
,,,,0
San Jose,7/28/12,76,56,0
,,,,0
San Jose,7/29/12,78,57,0
,,,,0
San Jose,7/30/12,87,56,0
,,,,0
San Jose,7/31/12,83,60,0
,,,,0
San Jose,8/1/12,83,55,0
,,,,0
San Jose,8/2/12,84,57,0
,,,,0
San Jose,8/3/12,79,54,0
,,,,0
San Jose,8/4/12,72,57,0
,,,,0
San Jose,8/5/12,75,58,0
,,,,0
San Jose,8/6/12,78,58,0
,,,,0
San Jose,8/7/12,78,57,0
,,,,0
San Jose,8/8/12,87,56,0
,,,,0
San Jose,8/9/12,90,57,0
,,,,0
San Jose,8/10/12,85,59,0
,,,,0
San Jose,8/11/12,89,57,0
,,,,0
San Jose,8/12/12,81,58,0
,,,,0
San Jose,8/13/12,85,60,0
,,,,0
San Jose,8/14/12,82,61,0
,,,,0
San Jose,8/15/12,78,60,0
,,,,0
San Jose,8/16/12,81,59,0
,,,,0
San Jose,8/17/12,77,59,0
,,,,0
San Jose,8/18/12,81,59,0
,,,,0
San Jose,8/19/12,74,55,0
,,,,0
San Jose,8/20/12,76,55,0
,,,,0
San Jose,8/21/12,78,55,0
,,,,0
San Jose,8/22/12,74,56,0
,,,,0
San Jose,8/23/12,78,56,0
,,,,0
San Jose,8/24/12,82,55,0
,,,,0
San Jose,8/25/12,76,56,0
,,,,0
San Jose,8/26/12,71,58,0
,,,,0
San Jose,8/27/12,82,55,0
,,,,0
San Jose,8/28/12,84,59,0
,,,,0
San Jose,8/29/12,89,56,0
,,,,0
San Jose,8/30/12,81,57,0
,,,,0
San Jose,8/31/12,69,56,0
,,,,0
San Jose,9/1/12,74,57,0
,,,,0
San Jose,9/2/12,85,53,0
,,,,0
San Jose,9/3/12,87,56,0
,,,,0
San Jose,9/4/12,78,56,0
,,,,0
San Jose,9/5/12,75,57,0
,,,,0
San Jose,9/6/12,78,56,0.01
,,,,0
San Jose,9/7/12,75,56,0
,,,,0
San Jose,9/8/12,71,56,0
,,,,0
San Jose,9/9/12,74,54,0
,,,,0
San Jose,9/10/12,83,50,0
,,,,0
San Jose,9/11/12,82,52,0
,,,,0
San Jose,9/12/12,76,53,0
,,,,0
San Jose,9/13/12,80,59,0
,,,,0
San Jose,9/14/12,74,57,0
,,,,0
San Jose,9/15/12,76,56,0
,,,,0
San Jose,9/16/12,76,55,0
,,,,0
San Jose,9/17/12,71,55,0
,,,,0
San Jose,9/18/12,69,54,0
,,,,0
San Jose,9/19/12,68,53,0
,,,,0
San Jose,9/20/12,72,50,0
,,,,0
San Jose,9/21/12,79,51,0
,,,,0
San Jose,9/22/12,84,52,0
,,,,0
San Jose,9/23/12,83,53,0
,,,,0
San Jose,9/24/12,77,50,0
,,,,0
San Jose,9/25/12,78,51,0
,,,,0
San Jose,9/26/12,75,52,0
,,,,0
San Jose,9/27/12,81,52,0
,,,,0
San Jose,9/28/12,70,53,0
,,,,0
San Jose,9/29/12,80,55,0
,,,,0
San Jose,9/30/12,90,54,0
,,,,0
San Jose,10/1/12,94,57,0
,,,,0
San Jose,10/2/12,96,61,0
,,,,0
San Jose,10/3/12,89,59,0
,,,,0
San Jose,10/4/12,76,56,0
,,,,0
San Jose,10/5/12,74,56,0
,,,,0
San Jose,10/6/12,71,51,0
,,,,0
San Jose,10/7/12,73,48,0
,,,,0
San Jose,10/8/12,72,48,0
,,,,0
San Jose,10/9/12,71,49,0.09
,,,,0
San Jose,10/10/12,70,53,0
,,,,0
San Jose,10/11/12,60,53,0.02
,,,,0
San Jose,10/12/12,63,52,0
,,,,0
San Jose,10/13/12,71,44,0
,,,,0
San Jose,10/14/12,71,48,0
,,,,0
San Jose,10/15/12,74,53,0
,,,,0
San Jose,10/16/12,76,55,0
,,,,0
San Jose,10/17/12,84,50,0
,,,,0
San Jose,10/18/12,88,51,0
,,,,0
San Jose,10/19/12,71,54,0
,,,,0
San Jose,10/20/12,66,48,0
,,,,0
San Jose,10/21/12,62,45,0.02
,,,,0
San Jose,10/22/12,63,50,0.11
,,,,0
San Jose,10/23/12,62,45,0.02
,,,,0
San Jose,10/24/12,65,44,0.06
,,,,0
San Jose,10/25/12,63,49,0.01
,,,,0
San Jose,10/26/12,71,43,0
,,,,0
San Jose,10/27/12,76,46,0
,,,,0
San Jose,10/28/12,76,49,0
,,,,0
San Jose,10/29/12,69,48,0
,,,,0
San Jose,10/30/12,71,48,0
,,,,0
San Jose,10/31/12,64,57,0.02
,,,,0
San Jose,11/1/12,68,54,0.14
,,,,0
San Jose,11/2/12,67,48,0
,,,,0
San Jose,11/3/12,73,48,0
,,,,0
San Jose,11/4/12,79,51,0
,,,,0
San Jose,11/5/12,84,52,0
,,,,0
San Jose,11/6/12,80,52,0
,,,,0
San Jose,11/7/12,67,54,0
,,,,0
San Jose,11/8/12,62,45,0
,,,,0
San Jose,11/9/12,58,45,0.06
,,,,0
San Jose,11/10/12,60,40,0
,,,,0
San Jose,11/11/12,62,38,0
,,,,0
San Jose,11/12/12,63,39,0
,,,,0
San Jose,11/13/12,69,39,0
,,,,0
San Jose,11/14/12,70,44,0
,,,,0
San Jose,11/15/12,71,43,0
,,,,0
San Jose,11/16/12,66,51,0.07
,,,,0
San Jose,11/17/12,66,56,0.17
,,,,0
San Jose,11/18/12,64,49,0.45
,,,,0
San Jose,11/19/12,68,50,0
,,,,0
San Jose,11/20/12,68,54,0
,,,,0
San Jose,11/21/12,66,48,0.2
,,,,0
San Jose,11/22/12,65,43,0
,,,,0
San Jose,11/23/12,69,40,0
,,,,0
San Jose,11/24/12,68,43,0
,,,,0
San Jose,11/25/12,57,45,0
,,,,0
San Jose,11/26/12,65,41,0.01
,,,,0
San Jose,11/27/12,62,49,0
,,,,0
San Jose,11/28/12,68,54,0.16
,,,,0
San Jose,11/29/12,62,56,0.19
,,,,0
San Jose,11/30/12,68,57,1.14
,,,,0
San Jose,12/1/12,66,58,0.04
,,,,0
San Jose,12/2/12,64,47,0.92
,,,,0
San Jose,12/3/12,64,43,0
,,,,0
San Jose,12/4/12,64,51,0
,,,,0
San Jose,12/5/12,69,58,0.38
,,,,0
San Jose,12/6/12,59,51,0
,,,,0
San Jose,12/7/12,64,46,0
,,,,0
San Jose,12/8/12,62,42,0
,,,,0
San Jose,12/9/12,67,45,0
,,,,0
San Jose,12/10/12,68,45,0
,,,,0
San Jose,12/11/12,64,42,0
,,,,0
San Jose,12/12/12,55,43,0.1
,,,,0
San Jose,12/13/12,53,38,0
,,,,0
San Jose,12/14/12,53,36,0.01
,,,,0
San Jose,12/15/12,49,36,0.13
,,,,0
San Jose,12/16/12,58,46,0
,,,,0
San Jose,12/17/12,58,47,0.15
,,,,0
San Jose,12/18/12,53,40,0
,,,,0
San Jose,12/19/12,54,32,0
,,,,0
San Jose,12/20/12,59,36,0
,,,,0
San Jose,12/21/12,57,47,0.02
,,,,0
San Jose,12/22/12,56,50,0.49
,,,,0
San Jose,12/23/12,62,48,1.17
,,,,0
San Jose,12/24/12,56,43,0
,,,,0
San Jose,12/25/12,53,39,0.28
,,,,0
San Jose,12/26/12,54,44,0.36
,,,,0
San Jose,12/27/12,54,40,0
,,,,0
San Jose,12/28/12,51,37,0.03
,,,,0
San Jose,12/29/12,52,39,0.16
,,,,0
San Jose,12/30/12,54,36,0
,,,,0
San Jose,12/31/12,53,33,0
,,,,0
San Jose,1/1/13,55,35,0
,,,,0
San Jose,1/2/13,58,31,0
,,,,0
San Jose,1/3/13,57,33,0
,,,,0
San Jose,1/4/13,60,35,0
,,,,0
San Jose,1/5/13,56,40,0.09
,,,,0
San Jose,1/6/13,51,40,0.11
,,,,0
San Jose,1/7/13,58,37,0
,,,,0
San Jose,1/8/13,61,42,0
,,,,0
San Jose,1/9/13,59,42,0.03
,,,,0
San Jose,1/10/13,54,41,0
,,,,0
San Jose,1/11/13,57,36,0.01
,,,,0
San Jose,1/12/13,50,32,0
,,,,0
San Jose,1/13/13,49,26,0
,,,,0
San Jose,1/14/13,50,32,0
,,,,0
San Jose,1/15/13,54,32,0
,,,,0
San Jose,1/16/13,57,31,0
,,,,0
San Jose,1/17/13,64,32,0
,,,,0
San Jose,1/18/13,64,35,0
,,,,0
San Jose,1/19/13,64,35,0
,,,,0
San Jose,1/20/13,64,35,0
,,,,0
San Jose,1/21/13,65,34,0
,,,,0
San Jose,1/22/13,62,35,0
,,,,0
San Jose,1/23/13,59,47,0.06
,,,,0
San Jose,1/24/13,54,50,0.37
,,,,0
San Jose,1/25/13,64,52,0.01
,,,,0
San Jose,1/26/13,58,43,0.01
,,,,0
San Jose,1/27/13,54,41,0
,,,,0
San Jose,1/28/13,56,36,0
,,,,0
San Jose,1/29/13,56,37,0
,,,,0
San Jose,1/30/13,66,39,0
,,,,0
San Jose,1/31/13,66,38,0
,,,,0
San Jose,2/1/13,67,39,0
,,,,0
San Jose,2/2/13,57,45,0
,,,,0
San Jose,2/3/13,57,43,0
,,,,0
San Jose,2/4/13,57,39,0
,,,,0
San Jose,2/5/13,55,45,0
,,,,0
San Jose,2/6/13,58,38,0
,,,,0
San Jose,2/7/13,55,36,0.03
,,,,0
San Jose,2/8/13,52,38,0.08
,,,,0
San Jose,2/9/13,57,31,0
,,,,0
San Jose,2/10/13,60,34,0
,,,,0
San Jose,2/11/13,62,34,0
,,,,0
San Jose,2/12/13,61,37,0
,,,,0
San Jose,2/13/13,65,38,0
,,,,0
San Jose,2/14/13,73,40,0
,,,,0
San Jose,2/15/13,72,42,0
,,,,0
San Jose,2/16/13,68,43,0
,,,,0
San Jose,2/17/13,63,43,0
,,,,0
San Jose,2/18/13,57,39,0
,,,,0
San Jose,2/19/13,50,42,0.25
,,,,0
San Jose,2/20/13,58,40,0
,,,,0
San Jose,2/21/13,58,37,0
,,,,0
San Jose,2/22/13,62,37,0
,,,,0
San Jose,2/23/13,57,45,0.01
,,,,0
San Jose,2/24/13,62,38,0
,,,,0
San Jose,2/25/13,61,35,0
,,,,0
San Jose,2/26/13,65,36,0
,,,,0
San Jose,2/27/13,68,36,0
,,,,0
San Jose,2/28/13,66,42,0
,,,,0
San Jose,3/1/13,70,45,0
,,,,0
San Jose,3/2/13,71,49,0
,,,,0
San Jose,3/3/13,64,50,0
,,,,0
San Jose,3/4/13,60,46,0
,,,,0
San Jose,3/5/13,59,44,0.01
,,,,0
San Jose,3/6/13,58,42,0.08
,,,,0
San Jose,3/7/13,59,40,0.5
,,,,0
San Jose,3/8/13,59,44,0.07
,,,,0
San Jose,3/9/13,64,45,0
,,,,0
San Jose,3/10/13,68,39,0
,,,,0
San Jose,3/11/13,70,40,0
,,,,0
San Jose,3/12/13,70,47,0
,,,,0
San Jose,3/13/13,74,49,0
,,,,0
San Jose,3/14/13,70,51,0
,,,,0
San Jose,3/15/13,69,45,0
,,,,0
San Jose,3/16/13,70,50,0
,,,,0
San Jose,3/17/13,66,44,0
,,,,0
San Jose,3/18/13,65,43,0
,,,,0
San Jose,3/19/13,71,48,0.09
,,,,0
San Jose,3/20/13,68,52,0.07
,,,,0
San Jose,3/21/13,63,45,0
,,,,0
San Jose,3/22/13,67,45,0
,,,,0
San Jose,3/23/13,67,41,0
,,,,0
San Jose,3/24/13,69,41,0
,,,,0
San Jose,3/25/13,60,46,0
,,,,0
San Jose,3/26/13,65,46,0
,,,,0
San Jose,3/27/13,67,47,0
,,,,0
San Jose,3/28/13,73,54,0.01
,,,,0
San Jose,3/29/13,78,53,0
,,,,0
San Jose,3/30/13,72,54,0.03
,,,,0
San Jose,3/31/13,70,53,0.01
,,,,0
San Jose,4/1/13,68,53,0.07
,,,,0
San Jose,4/2/13,68,51,0
,,,,0
San Jose,4/3/13,79,49,0
,,,,0
San Jose,4/4/13,68,52,0.15
,,,,0
San Jose,4/5/13,66,53,0
,,,,0
San Jose,4/6/13,67,50,0
,,,,0
San Jose,4/7/13,67,51,0.04
,,,,0
San Jose,4/8/13,66,48,0
,,,,0
San Jose,4/9/13,74,48,0
,,,,0
San Jose,4/10/13,82,51,0
,,,,0
San Jose,4/11/13,70,50,0
,,,,0
San Jose,4/12/13,74,45,0
,,,,0
San Jose,4/13/13,67,48,0
,,,,0
San Jose,4/14/13,67,47,0
,,,,0
San Jose,4/15/13,60,46,0
,,,,0
San Jose,4/16/13,67,42,0
,,,,0
San Jose,4/17/13,69,47,0
,,,,0
San Jose,4/18/13,76,45,0
,,,,0
San Jose,4/19/13,81,50,0
,,,,0
San Jose,4/20/13,79,51,0
,,,,0
San Jose,4/21/13,84,49,0
,,,,0
San Jose,4/22/13,87,54,0
,,,,0
San Jose,4/23/13,81,53,0
,,,,0
San Jose,4/24/13,69,48,0
,,,,0
San Jose,4/25/13,69,51,0
,,,,0
San Jose,4/26/13,69,51,0
,,,,0
San Jose,4/27/13,73,51,0
,,,,0
San Jose,4/28/13,80,53,0
,,,,0
San Jose,4/29/13,88,56,0
,,,,0
San Jose,4/30/13,80,53,0
,,,,0
San Jose,5/1/13,85,55,0
,,,,0
San Jose,5/2/13,92,55,0
,,,,0
San Jose,5/3/13,90,54,0
,,,,0
San Jose,5/4/13,87,55,0
,,,,0
San Jose,5/5/13,71,53,0
,,,,0
San Jose,5/6/13,70,56,0
,,,,0
San Jose,5/7/13,73,56,0
,,,,0
San Jose,5/8/13,67,55,0
,,,,0
San Jose,5/9/13,67,53,0
,,,,0
San Jose,5/10/13,68,54,0
,,,,0
San Jose,5/11/13,83,53,0
,,,,0
San Jose,5/12/13,78,54,0
,,,,0
San Jose,5/13/13,77,53,0
,,,,0
San Jose,5/14/13,77,53,0
,,,,0
San Jose,5/15/13,71,51,0
,,,,0
San Jose,5/16/13,72,54,0.01
,,,,0
San Jose,5/17/13,70,50,0
,,,,0
San Jose,5/18/13,73,46,0
,,,,0
San Jose,5/19/13,81,52,0
,,,,0
San Jose,5/20/13,89,53,0
,,,,0
San Jose,5/21/13,69,51,0
,,,,0
San Jose,5/22/13,66,48,0
,,,,0
San Jose,5/23/13,67,47,0
,,,,0
San Jose,5/24/13,71,45,0
,,,,0
San Jose,5/25/13,68,47,0
,,,,0
San Jose,5/26/13,72,55,0
,,,,0
San Jose,5/27/13,67,53,0
,,,,0
San Jose,5/28/13,71,57,0
,,,,0
San Jose,5/29/13,70,55,0
,,,,0
San Jose,5/30/13,74,51,0
,,,,0
San Jose,5/31/13,84,52,0
,,,,0
San Jose,6/1/13,88,56,0
,,,,0
San Jose,6/2/13,78,53,0
,,,,0
San Jose,6/3/13,77,53,0
,,,,0
San Jose,6/4/13,73,54,0
,,,,0
San Jose,6/5/13,72,55,0
,,,,0
San Jose,6/6/13,76,55,0
,,,,0
San Jose,6/7/13,87,53,0
,,,,0
San Jose,6/8/13,87,62,0
,,,,0
San Jose,6/9/13,78,60,0
,,,,0
San Jose,6/10/13,75,56,0
,,,,0
San Jose,6/11/13,73,58,0
,,,,0
San Jose,6/12/13,76,54,0
,,,,0
San Jose,6/13/13,77,51,0
,,,,0
San Jose,6/14/13,87,55,0
,,,,0
San Jose,6/15/13,72,54,0
,,,,0
San Jose,6/16/13,76,52,0
,,,,0
San Jose,6/17/13,74,55,0
,,,,0
San Jose,6/18/13,71,55,0
,,,,0
San Jose,6/19/13,73,54,0
,,,,0
San Jose,6/20/13,76,52,0
,,,,0
